route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"6-cc2-mjp-1","T0","13.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","37","1"
"6-cc2-mjp-1","T0","14.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","36","1"
"6-cc2-mjp-1","T0","2.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","41","1"
"6-cc2-mjp-1","T2","2.T2.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","43","1"
"6-cc2-mjp-1","T0","3.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","35","1"
"6-cc2-mjp-1","T2","3.T2.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","42","1"
"6-cc2-mjp-1","T0","4.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","40","1"
"6-cc2-mjp-1","T2","4.T2.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","34","1"
"6-cc2-mjp-1","T0","5.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","39","1"
"6-cc2-mjp-1","T2","5.T2.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","43","1"
"6-cc2-mjp-1","T0","6.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","37","1"
"6-cc2-mjp-1","T2","6.T2.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","42","1"
"6-cc2-mjp-1","T0","7.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","36","1"
"6-cc2-mjp-1","T0","8.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","38","1"
"6-cc2-mjp-1","T0","9.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","41","1"
"6-CL1-mjp-1","T0","1.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T2","1.T2.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T0","10.T0.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","11.T0.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","12.T0.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","13.T0.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","14.T0.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","2.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T2","2.T2.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T0","3.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T2","3.T2.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T0","4.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T2","4.T2.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","5.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T2","5.T2.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","6.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T2","6.T2.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
"6-CL1-mjp-1","T0","7.T0.6-CL1-mjp-1.1.H","6-CL1-mjp-1.1.H","Colac","0","","1"
"6-CL1-mjp-1","T0","8.T0.6-CL1-mjp-1.2.R","6-CL1-mjp-1.2.R","Elliminyt","1","","1"
